comment,attack
"['want', 'quit', 'spamming', 'please', 'let', 'know', 'bother', 'k', 'thanks', '3', 'fine']",0
"['drugs', 'bad', 'effect', 'health', 'would', 'sugary', 'fast', 'foods', 'bad', 'effect', 'health', 'still', 'eat', 'dont']",0
"['everyone', 'found', 'religion', 'real', 'think', 'people', 'would', 'loose', 'mind', 'something', 'focus', 'ones', 'cant', 'except', 'theres', 'may', 'nothing', 'life', 'death']",0
"['everyone', 'got', 'wished', 'think', 'earth', 'would', 'better', 'worse', 'place', 'havent', 'seen', 'bruce', 'almighty', 'nobody', 'knows', 'really', 'want']",0
"['given', 'chance', 'would', 'like', 'come', 'back', 'ghost', 'ehh', 'dont', 'think', 'guess', 'would', 'rather', 'go', 'see', 'others', 'already', 'passed', 'catch', 'look', 'forward', 'eventually']",0
"['heat', 'rises', 'hell', 'cold', 'nope', 'dont', 'mock', 'good', 'sir']",0
"['could', 'would', 'invisible', 'punch', 'mean', 'people', 'back', 'head']",0
"['could', 'fly', 'would', 'gone', 'winter', 'olympics', 'vancouver', 'supposed', 'gorgeous']",0
"['lot', 'would', 'probably', 'help', 'lot', 'people', 'need']",0
"['looked', 'bed', 'next', 'would', 'find', 'boyfriend']",0
"['spam', 'spam', 'u2665', 'course']",0
"['told', 'would', 'u', 'let', 'prolly', 'idk', 'bf', 'one', 'like', 'touch', 'smell', 'feet', 'sorry', 'yo', 'lol']",0
"['wrote', 'love', 'note', 'made', 'smile', 'every', 'word', 'wrote', 'would', 'smile', 'hahah', 'say', 'thank']",0
"['jimmy', 'cracks', 'corn', 'one', 'cares', 'stupid', 'song', 'idk', 'cause', 'great', 'beat', 'jim', 'cracks', 'corn', 'dont', 'care', 'jimmy', 'cracks', 'corn', 'dont', 'care', 'hahaha']",0
"['love', 'blind', 'lingerie', 'popular', 'dont', 'get']",0
"['questions', 'bother', 'please', 'let', 'know', 'cause', 'sick', 'idk', 'answers', 'seriously', 'like', 'badly', 'dont', 'hardly', 'give', 'idk', 'answers', 'questions', 'much', 'dont', 'believe', 'referring', 'feel', 'like', 'read', 'answers', 'anyway', 'sooo', 'idc', 'spam', 'much']",0
"['olive', 'oil', 'comes', 'olives', 'baby', 'oil', 'come', 'dunno', 'yo', 'good', 'question', 'though']",0
"['one', 'song', 'describe', 'life', 'song', 'would', 'life', 'kate', 'voelege']",0
"['rabbits', 'feet', 'lucky', 'happened', 'rabbit', 'ha', 'yeah', 'know', 'right']",0
"['someone', 'offered', '5', 'pair', 'used', 'underwear', 'would', 'give', 'ummm', 'well', 'prolly', 'weird', 'fetish', 'smelling', 'creep', 'cause', 'weird']",0
"['someone', 'underwear', 'showing', 'would', 'tell', 'yes', 'already', 'haha']",0
"['whole', 'world', 'listening', 'would', 'say', 'love', 'one', 'another', 'kindness', 'key', 'happiness']",0
"['hour', 'extra', 'everyday', 'would', 'time', 'dance', 'robot']",0
"['amendment', 'could', 'flawlessly', 'enforce', 'would', 'viii', 'excessive', 'bail', 'cruel', 'punishment', 'everyone', 'goes', 'law', 'one', 'way', 'another', 'wrongly', 'punished', 'whether', 'right', 'hit', 'worst', 'bad', 'easily', 'let', 'disgusting', 'government', 'needs', 'fixed', 'enforced']",0
"['u', 'got', 'relationship', '3', 'months', 'ago', 'still', 'say', 'got', 'relationship', 'yet', 'yes']",0
"['bumped', 'car', 'another', 'car', 'nobody', 'saw', 'would', 'leave', 'name', 'address', 'nope', 'cause', 'would', 'im', 'awesome', 'driver', 'haha']",0
"['fairytale', 'story', 'would', 'choose', 'pocahontas', 'im', 'one', 'whats', 'book', 'travels', 'outside', 'comforts', 'explore', 'see', 'new', 'land', 'leader', 'wanderer', 'faith', 'finding', 'way']",0
"['change', 'something', 'world', 'history', 'would', 'find', 'hitler', 'really', 'jews', 'made', 'things', 'blown', 'way', 'proportion', 'history', 'wrote', 'like', 'idk', 'honest', 'true', 'anymore', 'mean', 'pluto', 'teven', 'make', 'mind', 'planet', 'moon', 'heck', 'supposed', 'know', 'whats', 'real', 'whats', 'wrote', 'books', 'us', 'made', 'believe', 'happened']",0
"['could', 'would', 'kiss', 'last', 'person', 'texted', 'person', 'friend', 'something', 'like', 'way']",0
"['could', 'ask', 'god', 'one', 'question', 'would']",0
"['could', 'attend', 'concert', 'would', 'muse', 'want', 'see', 'live', 'real', 'bad']",0
"['could', 'bird', 'would', 'choose', 'eagle']",0
"['could', 'plant', 'would', 'choose', 'uranus', 'hahahahhahahahha', 'crack', 'pluto', 'definantly', 'one', 'thats', 'planet', 'moon', 'time', 'thats', 'soo']",0
"['could', 'super', 'hero', 'one', 'would', 'ehhhh', 'prolly', 'yellow', 'power', 'ranger', 'duh']",0
"['could', 'celebrity', 'day', 'would', 'hmm', 'celebrity', 'idk', 'ummmm', 'perhaps', 'jennifer', 'anniston', 'always', 'trying', 'something', 'earth', 'helping', 'others']",0
"['could', 'born', 'history', 'famous', 'person', 'would', 'julia', 'roberts']",0
"['could', 'bring', 'one', 'character', 'life', 'favorite', 'book', 'would', 'bfg']",0
"['could', 'change', 'one', 'thing', 'world', 'would', 'kindness', 'humanity']",0
"['could', 'change', 'things', 'cincinnati', 'make', 'better', 'would', 'upkeep', 'downtown', 'beautiful', 'find', 'innercity', 'horrible', 'way', 'gets', 'soooo', 'run', 'next', 'year', 'sad', 'really']",0
"['could', 'change', 'something', 'would', 'change', 'i', ""'m"", 'actually', 'pretty', 'happy', 'currently', 'buuut', 'could', 'guess', 'little', 'taller', 'could', 'model', 'haha']",0
"['could', 'change', 'name', 'anything', 'want', 'would', 'call', 'hmm', 'one', 'stumper', 'r', 'guess', 'would', 'change', 'sunshine', 'like', 'haha']",0
"['could', 'choose', 'live', 'different', 'planet', 'one', 'would', 'choose', 'live', 'pluto', 'still', 'like', 'living', 'alaska', 'haha']",0
"['could', 'commit', 'crime', 'get', 'away', 'would', 'bomb', 'white', 'house']",0
"['could', 'anyone', 'locked', 'room', 'could', 'torment', 'day', 'would', 'choose', 'would', 'torment', 'torment', 'much', 'style']",0
"['could', 'personally', 'witnessed', 'one', 'event', 'history', 'would', 'want', 'seen', 'would', 'liked', 'seen', 'solar', 'eclipse', 'happens', 'every', 'like', '7', 'years', 'whatever', 'happened', 'year', 'wish', 'would', 'gotten', 'see', 'person']",0
"['could', 'hear', 'someone', 'thinking', 'day', 'would', 'choose', 'hmmm', 'god']",0
"['could', 'learn', 'magic', 'trick', 'would', 'like', 'learn', 'hmm', 'cut', 'people', 'half', 'hahahha']",0
"['could', 'lose', 'one', 'emotion', 'would', 'like', 'lose', 'love', 'kryptonite', 'anything', 'think', 'accomplish', 'without', 'human', 'kinds', 'weakness', 'beings', 'always']",0
"['could', 'put', 'somebody', 'postage', 'stamp', 'would', 'choose', 'audrey', 'hepburn']",0
"['could', 'torture', 'one', 'person', 'music', 'would', 'song', 'would', 'play', 'torture', 'realllly', 'thing', 'anything', 'jonas', 'brothers', 'would', 'im', 'sure', 'haha']",0
"['could', 'transport', 'anywhere', 'instantly', 'would', 'go', 'meet', 'think', 'would', 'get', 'along', 'peachy']",0
"['come', 'back', 'ghost', 'would', 'haunt', 'hmm', 'dont', 'think', 'would', 'haunt', 'would', 'like', 'casper', 'friendly', 'ghost', 'want', 'make', 'people', 'friends', 'fun', 'time']",0
"['enough', 'money', 'get', 'bus', 'home', 'would', 'hitch', 'hike', 'babay', 'haha']",0
"['know', 'words', 'song', 'improvise', 'oh', 'definantly']",0
"['wan', 'na', 'asked', 'anymore', 'questions', 'whatever', 'let', 'know', 'inbox', 'boyfriend', 'girlfriend', 'cheated', 'would', 'take', 'back', 'ever', 'done', 'circumstances', 'would', 'met', 'happen', 'okayyyy', 'none']",0
"['eat', 'chicken', 'nuggets', 'usually', 'dip', 'little', 'sweet', 'sour', 'sauce', 'mickey', 'hahahha']",0
"['found', 'suitcase', 'full', '1', '000', '000', 'would', 'depends', 'country', 'say', 'figure', 'anyone', 'belonged', 'spend']",0
"['found', 'someone', 'somehow', 'pregnant', 'men', 'somehow', 'pregnant', 'women', 'would', 'react', 'sucks', 'hahaha', 'jk']",0
"['give', 'money', 'charity', 'one', 'usually', 'give', 'yes', 'walks', 'time']",0
"['got', 'arrested', 'murder', 'would', 'call', 'telephone', 'call', 'prison', 'timothy', 'would', 'prolly', 'following', 'behind', 'cop', 'car', 'waiting', 'waiting', 'room', 'already']",0
"['billion', 'dollars', 'would', 'share', 'help', 'parents', 'dad', 'works', 'like', 'dog', 'feel', 'like', 'tries', 'hardest', 'barely', 'gets', 'anywhere', 'sister', 'brothers']",0
"['ghost', 'would', 'want', 'play', 'tricks', 'people', 'hahaha']",0
"['accident', 'home', 'recover', 'long', 'time', 'would', 'relieve', 'boredom', 'love', 'sudoku', 'read', 'paint', 'think', 'would', 'fine', 'recovering']",0
"['one', 'day', 'live', 'would', 'spend', 'day', 'dancing', 'around', 'singing', 'seeing', 'everything', 'wanted', 'giving', 'much', 'everyone', 'spreading', 'much', 'happiness', 'around', 'anyone', 'much', 'could', 'would', 'give', 'everything', 'away', 'sweet', 'nothings', 'random', 'people', 'make', 'day', 'little', 'better']",0
"['choice', 'see', 'future', 'would', 'never']",0
"['chose', 'demon', 'vampire', 'elf', 'would', 'vampire']",0
"['opportunity', 'movie', 'actor', 'actress', 'would', 'jennifer', 'aniston', 'vince', 'vaughan']",0
"['challenge', 'someone', 'duel', 'kind', 'weapon', 'choice', 'flame', 'torch']",0
"['choose', 'millions', 'bucks', 'able', 'fly', 'would', 'choose', 'able', 'fly', 'would', 'time', 'hahahha']",0
"['choose', 'millions', 'bucks', 'able', 'fly', 'would', 'choose', 'fly']",0
"['remove', 'part', 'body', 'bec', 'cancer', 'cells', 'part', 'body', 'would', 'choose', 'choose', 'one', 'ear', 'would', 'loose', 'hearing', 'noone', 'would', 'see', 'defect', 'losing', 'part', 'body', 'would', 'cover', 'hair']",0
"['joined', 'circus', 'act', 'would', 'want', 'perform', 'high', 'dive']",0
"['knew', 'someone', 'going', 'die', 'would', 'tell']",0
"['ran', 'world', 'would', 'like', 'different', 'place', 'utopia']",0
"['saw', 'robbery', 'would', 'report', 'yeaaah']",0
"['saw', 'serious', 'crime', 'take', 'place', 'told', 'could', 'possibly', 'killed', 'would', 'tell', 'yes']",0
"['saw', 'someone', 'public', 'toilet', 'paper', 'stuck', 'shoe', 'would', 'tell', 'yeah', 'understand', 'people', 'tell', 'others', 'kind', 'stuff', 'drives', 'crazy', 'everyone', 'would', 'want', 'someone', 'tell', 'happening']",0
"['saw', 'zipper', 'people', 'noticed', 'would', 'laughhh', 'loud', 'zip', 'course', 'hahaha']",0
"['wanted', 'visit', 'planet', 'universe', 'wich', 'one', 'would', 'pick', 'would', 'even', 'live', 'well', 'planet', 'universe', 'would', 'involve', 'planets', 'named', 'yet', 'therefore', 'yes', 'would', 'love', 'go', 'planet', 'never', 'heard', 'haaha', 'yes', 'would', 'live']",0
"['candy', 'candy', 'would', 'skittle']",0
"['monster', 'monster', 'would', 'nice', 'monster', 'would', 'wan', 'na', 'closet', 'monster', 'hides', 'closet', 'really', 'im', 'nice', 'want', 'little', 'kid', 'friend', 'play']",0
"['toy', 'toy', 'would', 'loud', 'shakin', 'dancing', 'singin', 'toy', 'thats', 'really', 'colorful', 'makes', 'little', 'ones', 'learn', 'lots', 'stuff']",0
"['tree', 'tree', 'would', 'willow', 'come', 'lay', 'children', 'lake', 'something', 'rad', 'sweet']",0
"['abducted', 'aliens', 'would', 'tell', 'anybody', 'yes', 'cause', 'would', 'totally', 'awwesome', 'long', 'experiments', 'stuff', 'hahaha']",0
"['animal', 'would', 'eagle']",0
"['given', '100', 'would', 'spend', 'save', 'even', 'save', 'always', 'going', 'eventually', 'spend', 'make', 'good', 'spend', 'right', 'away']",0
"['given', 'chance', 'go', 'moon', 'would', 'go', 'yes', 'want', 'go', 'moon', 'want', 'know', 'made', 'cheese']",0
"['given', 'chance', 'take', 'care', 'monkey', 'weekend', 'would', 'yeah', 'except', 'scare', 'eat', 'face']",0
"['fear', 'factor', 'would', 'rather', 'eat', 'cow', 'intestines', '2', 'dozen', 'hissing', 'roaches', 'love', 'fear', 'factor', 'btw', 'would', 'rather', 'cow', 'intestine']",0
"['stranded', 'woods', 'would', 'want', 'spoon', 'straw', 'spatula', 'spoon']",0
"['bird', 'would', 'eagle', 'definantly']",0
"['reborn', 'would', 'want', 'born', 'allowed', 'haha']",0
"['woke', 'jail', 'would', 'crime', 'dui']",0
"['college', 'graduated', 'college', 'major', 'nursing']",0
"['eyes', 'reflected', 'everything', 'ever', 'would', 'look', 'people', 'eyes', 'yes']",0
"['ill', 'unfollow', 'wish', 'tell', 'thank', 'nahh', 'good']",0
"['im', '30', 'u', 'u', 'scroll', 'page', 'thanks']",0
"['im', 'spam', ""y'all"", 'dont', 'want', 'tell', 'sukkahs', 'lol', 'thanks', 'mmkayyy']",0
"['im', 'going', 'spam', 'anonymously', 'k', 'ohhh', 'well', 'didnt', 'know', 'know', 'since', 'questions', 'come', 'backwards', 'hahhaa', 'sorry', 'show', 'face', 'comments', 'hahha']",0
"['im', 'gon', 'na', 'take', 'pole', 'dancing', 'classes', 'would', 'make', 'slutty', 'nahhh']",0
"['im', 'bitch', 'city', 'lol', 'cincinnati']",0
"['1386', 'pig', 'france', 'executed', 'public', 'hanging', 'murder', 'child', 'pig', 'kill', 'child', 'ate']",0
"['making', 'decisions', 'always', 'end', 'following', 'says', 'heart', 'brain', 'heart']",0
"['scale', '1', '5', 'afraid', 'dark', '3']",0
"['beginning', 'time', 'think', 'learned', 'communicate', 'ooooggggahhh', 'booogahhhh']",0
"['country', 'would', 'like', 'live', 'honestly', 'ca', 'say', 'go', 'see']",0
"['eyes', 'drives', 'people', 'use', 'drugs', 'got', 'ta', 'take', 'something', 'else', 'dont', 'want']",0
"['opinion', 'argumentative', 'positive', 'trait', 'flaw', 'positive']",0
"['opinion', 'best', 'thing', 'nurse', 'im', 'nurse', 'yet', 'would', 'say', 'neverending', 'need', 'keep', 'helping', 'people', 'average', 'person', 'could', 'r', 'maybe', 'way', 'make', 'difference', 'world', 'someone', 'life']",0
"['april', 'really', 'sister', 'related', 'blood', 'yes', 'blood', 'always', 'always']",0
"['english', 'primary', 'language', 'si', 'hahah', 'yes']",0
"['french', 'kissing', 'france', 'called', 'kissing', 'like', 'know', 'ya', 'find', 'let', 'know']",0
"['better', 'get', 'much', 'little', 'sleep', 'better', 'get', 'little', 'get', 'done', 'haha', 'healthier', 'sleep']",0
"['cool', 'dumb', 'days', 'like', 'trend', 'hate', 'dumb', 'people']",0
"['wrong', 'getting', 'daughter', 'paint', 'xen', 'nails', 'asleep', 'nahhhh', 'cute']",0
"['life', 'meaningful', 'live', 'someone', 'living', 'life', 'die', 'cause', 'better', 'humanity', 'explain', 'believe', 'good', 'awesome', 'elaborate', 'answer', 'formspring', 'didnt', 'make', 'show']",0
"['love', 'necessary', 'life']",0
"['love', 'really', 'blind', 'yes', 'think', 'heart', 'brain', 'thats', 'dangerous', 'thing', 'using', 'brain', 'sometimes', 'wish', 'pair', 'im', 'love', 'see', 'past', 'bullcrap', 'glasses', 'put', 'see', 'little', 'clearer', 'days', 'little', 'dreary']",0
"['obama', 'president', 'ever', 'wished', 'dont', 'people', 'thought', 'went', 'vote', 'past', 'year']",0
"['quizzes', 'quizzical', 'tests', 'te']",0
"['someone', 'mind', 'right', 'really']",0
"['person', 'ever', 'felt', 'actually', 'hated', 'really', 'traits', 'people', 'hate', 'definantly']",0
"['anyone', 'life', 'hurts', 'think', 'nahhh']",0
"['anything', 'house', 'glows', 'dark', 'hmm', 'dont', 'think']",0
"['anything', 'make', 'sick', 'smelling', 'vomit']",0
"['anything', 'weird', 'like', 'nakeed']",0
"['one', 'person', 'always', 'make', 'smile', 'yes', 'sis', 'usually']",0
"['thing', 'life', 'selfless', 'sacrafice', 'yes', 'people', 'dont', 'know']",0
"['tosha', 'real', 'name', 'yup', 'sure']",0
"['using', 'inhaler', 'sign', 'weakness', 'nahhhh', 'cant', 'help', 'lungs', 'strong', 'god', 'made']",0
"['beautiful', 'http', 'www', 'e', 'castig', 'com', 'index', 'php', 'r', 'v1og5', 'kkk']",0
"['brother', 'okay', 'yep', 'far', 'r', 'diagnosed', '2', '8', 'usually', 'cancer', 'going', 'reoccur', '4', '6', 'want', 'get', 'cocky', 'oldest', 'person', 'type', 'cancer', 'lived', '22', 'kind', 'scary', 'thanks', 'asking', 'great']",0
"['hair', 'long', 'enough', 'put', 'ponytail', 'yes']",0
"['room', 'messy', 'super', 'neat', 'boyfriend', 'likes', 'contribute', 'cleaniness', 'messiness']",0
"['isnt', 'quote', 'alice', 'wonderland', 'yes']",0
"['jabbawockeez', 'think', 'think', 'starwars', 'yes', 'haha']",0
"['jupiter', 'gets', 'name', 'idk', 'anything', 'gets', 'name', 'would', 'like', 'name', 'something', 'sometime']",0
"['kfc', 'mcdonald', 'kfc', 'mashed', 'potatoe', 'bowl']",0
"['l00k', 'yur', 'bed', 'bed', 'floor', 'unfortuantly', 'know', 'hate', 'moving', 'though', '0']",0
"['lady', 'gaga', 'recieved', '13', 'nominations', '2010', 'mtv', 'video', 'music', 'awards', 'beaten', 'michael', 'jacksons', 'record', '11', 'nominations', 'think', 'really', 'deserves', 'nominations']",0
"['lady', 'gaga', 'looks', 'like', 'christina', 'aguilera', 'true', 'false', 'false']",0
"['last', 'event', 'dressed', 'timothys', 'anniversary', 'went', 'boi', 'na', 'braza', 'brizillian', 'steak', 'house', 'downtown', 'cincinnati', 'super', 'snazzy']",0
"['last', 'gift', 'received', 'violin', 'think', 'bday', 'booo']",0
"['last', 'night', 'felt', 'okay', 'little', 'mad', 'cause', 'relationship', 'crap', 'im', 'like', 'always', 'haha']",0
"['last', 'question', 'right', 'choice', 'save', 'life', 'person', 'hurt', 'one', 'know', 'yes', 'would', 'would', 'love', 'opportunie', 'saving', 'another', 'persons', 'life', 'everyone', 'gets', 'hurt', 'hurt', 'worth', 'saving', 'another', 'beings', 'life', 'dont', 'think', 'save']",0
"['last', 'time', 'butterflies', 'stomach', 'awhile']",0
"['last', 'time', 'saw', 'best', 'friend', 'week', 'ago']",0
"['let', 'start', 'party', 'profiles', 'hope', 'could', 'catch', 'wif', 'yew', 'haha', 'sureee']",0
"['lets', 'jump', 'bridge', 'together', 'go', 'first', 'check', 'works', 'ill', 'reconsider', 'haha', 'yup', 'thats', 'prolly', 'would', 'happen', 'first', 'time', 'went', 'falls', 'monroe', 'know', 'heard', 'waterfall', 'jump', 'well', 'anyways', 'everyone', 'hade', 'except', 'night', 'course', 'im', 'retard', 'lol', 'one', 'would', 'jump', 'second', 'chances', 'haha']",0
"['like', 'many', 'photos', 'fb', 'used', 'ton', 'friends', 'fb', 'yet', 'hahaha']",0
"['like', 'many', 'questions', 'get', 'day', 'hmmm', 'depends', 'sometimes', 'get', 'bombarded', 'questions', 'lately', 'since', 'ive', 'gotten', 'everyday', 'like', '15', '20', 'haha', 'enough', 'suppose']",0
"['list', '5', 'people', 'know', 'describe', '5', 'words', 'timothy', 'april', 'mother', 'chelsea', 'r', 'loyal', 'funny', 'stressful', 'partier', 'intersting']",0
"['live', 'parents', 'live']",0
"['lmfao', 'seen', 'totally', 'need', 'http', 'www', 'youtube', 'com', 'watch', 'v', 'tkjyzhzhokm', 'feature', 'popular', 'okayy']",0
"['lol', 'people', 'asking', 'smelling', 'feet', 'apparently', 'even', 'stranger', 'twist', 'someone', 'already', 'smelled', 'feet', 'yeahh']",0
"['lol', 'anonymous']",0
"['longest', 'relationship', '1', 'year', '3', 'months']",0
"['look', 'inside', 'bag', 'purse', 'name', 'three', 'things', 'see', 'cough', 'drops', 'deodorant', 'glasses', 'case']",0
"['look', 'right', 'tell', 'first', 'thing', 'see', 'bedroom', 'door']",0
"['love', 'pizza', 'r', 'toppings', 'prefer', 'green', 'pepper', 'cheese', 'onion', 'bacon', 'crunchy', 'cheese']",0
"['xentury', 'discussed', 'got', 'house', 'killer', 'turn', 'around', 'see', 'kid', 'still', 'stuck', 'house', 'go', 'back', 'hells', 'yeah', 'go', 'back']",0
"['mmm', 'mmm']",0
"['moooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo', 'moooo', 'back']",0
"['hated', 'movies', 'schmidt']",0
"['said', 'oil', 'spill', 'think', 'talking', 'much', 'cause', 'much', 'huh']",0
"['said', 'parents', 'kept', 'find', 'creepy', 'way', 'nahh']",0
"['mountains', 'beach', 'beach']",0
"['movies', 'music', 'repeat']",0
"['musicals', 'cheesy', 'entertaining', 'entertainingly', 'cheesy']",0
"['musta', 'said', 'sick', 'last', 'week', 'okay', 'mabuti', 'bed', 'least', 'energy', 'forever', 'haha', 'bad', 'case', 'head', 'cold', 'guess', 'thanks', 'asking']",0
"['computer', 'invalid', 'request', 'haha', 'thanks', 'questions', 'computers', 'dumb', 'sometimes', 'yup', 'like', '110', 'well', 'cause', 'didnt', 'get', 'weekend', 'haha']",0
"['dick', 'throbbs', 'ur', 'attention', 'call', '7273684229', 'wow', 'good', 'one']",0
"['life', 'perfect', 'everyone', 'would', 'learn', 'true', 'kindness']",0
"['sis', 'naked', 'okay', 'page', 'anonymous']",0
"['name', '10', 'favorite', 'things', 'timothy', 'r', 'sherbert', 'r', 'dancing', 'r', 'family', 'r', 'making', 'arts', 'stuff', 'r', 'outside', 'r', 'writing', 'r', 'movies', 'r', 'rollerblading', 'r', 'r', 'formspring']",0
"['name', '3', 'cheese', 'products', 'like', 'cottage', 'cheese', 'colby', 'cheese', 'string', 'cheese']",0
"['name', '3', 'drinks', 'regularly', 'drink', 'h2o', 'snapple', 'raspberry', 'white', 'tea', 'oj', 'homestyle', 'juicey', 'bits']",0
"['name', '3', 'thoughts', 'exact', 'moment', 'need', 'pee', 'im', 'lazy', 'get', 'r', 'want', 'mac', 'cheese', 'r', 'really', 'need', 'get', 'fs', 'haha']",0
"['name', 'bird', 'long', 'neck', 'ostratrich']",0
"['name', 'movie', 'movies', 'watch', 'disney', 'movies', 'always', 'along', 'came', 'polly', 'mr', 'deeds', 'hilarious']",0
"['name', 'movie', 'movies', 'watch', 'juno', 'sweet', 'november', 'mr', 'deeds']",0
"['name', 'song', 'know', 'lyrics', 'ummmm', 'outta', 'know']",0
"['name', 'everyone', 'made', 'smile', 'week', 'hmm', 'sick', 'wk', 'ive', 'around', 'timothy', 'well', 'texted', 'chels', 'guess', 'two', 'oh', 'questions', 'make', 'smile', 'sometimes', 'hahaha']",0
"['name', 'five', 'things', 'wished', 'nursing', 'degree', 'already', 'r', 'lott', 'land', 'live', 'r', 'money', 'could', 'give', 'away', 'work', 'entire', 'life', 'never', 'get', 'ahead', 'r', 'dog', 'bullmastiff', 'purebreed', 'love']",0
"['name', 'one', 'household', 'chore', 'would', 'never', 'want', 'mind', 'household', 'chores', 'actually', 'guess', 'say', 'dusting', 'enjoy', 'ha']",0
"['name', 'something', 'better', 'hands', 'food', 'hahaha']",0
"['name', 'something', 'bought', 'last', 'trip', 'store', 'orange', 'juice']",0
"['name', 'clothing', 'store', 'shop', 'hmmm', 'havent', 'shopping', 'forever', 'like', 'forever', '21']",0
"['name', 'terrifying', 'moment', 'life', 'far', 'little', 'brother', 'diagnosed', 'cancer']",0
"['name', '2', 'favorite', 'colors', 'purple', 'green', 'r', 'always', 'favorite', 'since', 'kid', 'green', 'makes', 'happy', 'looks', 'good', 'haha']",0
"['name', '3', 'closest', 'friends', 'one', 'best', 'friend', 'april', 'sisterr', 'timothy', 'boyfriendr', 'dad', 'r', 'r', 'best', 'would', 'probably', 'r', 'april', 'knows', 'best', 'always', 'handle']",0
"['new', 'york', 'paris', 'never', 'either', 'idk', 'yet']",0
"['next', 'period', 'theres', 'another', 'note', 'one', 'says', 'girlfriend', 'luckily', 'im', 'highschool', 'anymore', 'next', 'periods', 'haha']",0
"['nike', 'adidas', 'adidas']",0
"['nsync', 'backstreet', 'boys', 'backstreets', 'back', 'ole', 'right', 'hahaha']",0
"['ok', 'i', ""'m"", 'dying', 'know', 'world', 'actually', 'put', 'feet', 'face', 'smelled', 'feet', 'barely', 'type', 'without', 'laughing', 'anonymous', 'share', 'name']",0
"['ok', 'answer', 'question', 'honestly', 'want', 'smell', 'feet', 'swear', 'truth', 'ask', 'questions', 'previously', 'honestly', 'someone', 'else']",0
"['okay', 'little', 'bit', 'trouble', 'people', 'wanting', 'questions', 'bitchy', 'want', 'questions', 'please', 'message', 'inbox', 'removed', 'without', 'fight', 'thanks', 'guys', 'yep', 'yep']",0
"['okay', 'done', 'right', 'smell', 'brains', 'frying', 'way', 'ask', 'stuff', '3', 'thank', 'haha', 'okay', '0']",0
"['okay', 'done', 'spamming', 'right', 'later', 'tonight', 'husband', 'cooking', 'dinner', 'eat', 'please', 'spam', 'back', 'hope', 'great', 'night', '3', 'chloroformgrl', 'k']",0
"['okay', 'another', 'filipino', 'word', 'mabuti', 'means', 'i', ""'m"", 'okay', 'haha', 'cousin', 'ca', 'philippines', 'kinda', 'hangover', 'teaching', 'lol', 'hahahahaha', 'thats', 'funny', 'wan', 'na', 'learn', 'read', 'questions', 'answer', 'filipino', 'haha', 'fair']",0
"['okay', 'well', 'computer', 'wo', 'let', 'ask', 'anymore', 'question', 'right', 'emahsnouoy', 'haha', 'hit', 'later', 'know']",0
"['omg', '200', 'q', 'yeay', 'meeee', 'hahhahah', 'yeah']",0
"['omgee', 'get', 'super', 'shy', 'get', 'brazilian', 'wax', 'girls', 'get', 'shy', 'get', 'one', 'like', 'w', 'e', 'guys', 'like', 'girls', 'waxed', 'dont', 'matter', 'nope', 'dont', 'lol', 'expensive', 'thing', 'could', 'put', 'money', 'toward']",0
"['scale', '1', '10', 'would', 'rate', 'personality', '9r', 'physic', '8r', 'looks', '8']",0
"['average', 'many', 'texts', 'send', 'day', '12', 'lol']",0
"['one', 'fun', 'thing', 'one', 'ive', 'done', 'lots', 'fun', 'things', 'go', 'parks', 'rollerblade', 'ive', 'panama', 'beach', '6', 'girls', 'vaca', 'got', 'spend', 'entire', 'weekend', 'family', 'past', 'weekend', 'paint', 'colorful', 'paintings', 'lots', 'fun', 'things']",0
"['one', 'night', 'wake', 'heard', 'noise', 'turn', 'light', 'find', 'surrounded', 'mummies', 'mummies', 'really', 'anything', 'standing', 'around', 'bed', 'go', 'back', 'sleep', 'hope', 'dream', 'hahahahahha']",0
"['one', 'person', 'touched', 'heart', 'god']",0
"['one', 'place', 'like', 'explore', 'egypt']",0
"['one', 'thing', 'want', 'badly', 'money', 'root', 'evil', 'rule', 'humanity', 'hate', 'money']",0
"['one', 'thing', 'would', 'want', 'disappear', 'planet', 'greed']",0
"['one', 'weird', 'fact', 'ive', 'flipped', 'entire', 'life', 'first', 'started', 'driving', 'guy', 'cut', 'coming', 'onto', 'highway', 'ramp', 'flipped', 'lights', 'let', 'know', 'slam', 'brakes', 'flipped', 'r', 'hurt', 'feelings', 'throw', 'fit', 'anytime', 'im', 'someone', 'road', 'rage', 'flips', 'someone', 'else', 'make', 'feel', 'bad', 'even', 'necessary', 'first', 'place', 'hahaha']",0
"['english', 'native', 'people', 'spanish', 'sound', 'like', 'another', 'language', 'know']",0
"['ow', 'much', 'cash', 'none', 'dont', 'pockets', 'right', 'lol']",0
"['people', 'say', 'know', 'alot', 'real', 'answer', 'personally', 'think', 'nooo', 'hahaha', 'mean', 'really', 'dont', 'know', 'usually', 'cant', 'think', 'something', 'put', 'defeats', 'purpose', 'one', 'believe']",0
"['person', 'talk', 'phone', 'dad', 'thnk', 'haha']",0
